Reference Number,City,House Type,Available From,Price,Additional Info,Ad Title,Link,Specific Location,Bedrooms,Flatmates,Bathrooms,Area,Average Price
810146,barcelona,Apartment,From 7 March,3361-3905,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/810146,Barcelona,2,No info,1,70,3633
90441,barcelona,Room,From 16 June,554-738,bills included,Room for rent in 8-bedroom apartment in El Born Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/90441,El Born,No info,8,2,244,646
952846,barcelona,Room,From 16 May,952,bills included,Room for rent in 8-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952846,Barcelona,No info,8,No info,133,952
120980,barcelona,Room,From 2 June,614-819,bills included,Inviting room in 7-bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/120980,Eixample,No info,7,2,132,716
94106,barcelona,Room,From 3 June,586-781,bills included,Decorated room in shared apartment in El Born Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/94106,El Born,No info,8,3,140,683
1082553,barcelona,Studio,From 22 June,950-1300,some bills included,Studio apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1082553,Barcelona,No info,No info,1,15,1125
962848,barcelona,Room,From 30 April,565,instant booking,Room for rent in 7-bedroom apartment in Sants Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/962848,Sants,No info,7,No info,No info,565
201526,barcelona,Room,From 31 March,890,instant booking,Rooms for rent in 6-bedroom apartment Eixample Dreta,https://www.spotahome.com/barcelona/for-rent:rooms/201526,Eixample Dreta,No info,6,5,No info,890
777441,barcelona,Room,From 3 June,634,spotahome plus,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/777441,Barcelona,No info,4,No info,80,634
938876,barcelona,Apartment,From 24 March,3440,no deposit,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/938876,Barcelona,3,No info,1,90,3440
94105,barcelona,Room,From 3 June,588-784,bills included,Accomodation in shared apartment in El Born Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/94105,El Born,No info,8,3,140,686
237154,barcelona,Room,From 6 June,495,bills included,Room in 3-bedroom apartment in Horta-Guinardó Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/237154,Horta-Guinardo,No info,3,2,110,495
237288,barcelona,Apartment,From 19 May,1300,spotahome plus,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/237288,Barcelona,2,No info,1,42,1300
941800,barcelona,Apartment,From 22 March,3830,no deposit,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/941800,Barcelona,3,No info,2,87,3830
1169100,barcelona,Apartment,From 13 April,2395,some bills included,"Wonderful furnished apartment close to the station ""Sant Antoni"".",https://www.spotahome.com/barcelona/for-rent:apartments/1169100,Barcelona,3,No info,3,No info,2395
139150,barcelona,Room,From 1 July,430,some bills included,Sweet room for rent in 6-bed apartment Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/139150,Eixample,No info,6,2,180,430
952801,barcelona,Room,From 4 June,789,bills included,Room for rent in 8-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952801,Barcelona,No info,8,No info,133,789
110496,barcelona,Room,From 16 June,480,bills included,Furnished room in 4-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/110496,El Raval,No info,4,1,100,480
364917,barcelona,Room,From 1 July,400,bills included,Sunny room in 6-bedroom house in  Sant Cugat del Vallès,https://www.spotahome.com/barcelona/for-rent:rooms/364917,Sant Cugat del Valles,No info,6,1,No info,400
915922,barcelona,Room,From 18 June,649,instant booking,Rooms for rent in a 7-Bedrooms apartment in Barcelona!,https://www.spotahome.com/barcelona/for-rent:rooms/915922,Barcelona,No info,7,3,136,649
135625,barcelona,Room,From 2 June,650,some bills included,Good room in 8-bed apartment by Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/135625,Eixample,No info,8,3,200,650
123608,barcelona,Apartment,From 15 April,2500,some bills included,2-room flat for rent in Sant Andreu Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/123608,Sant Andreu,2,No info,1,70,2500
281509,barcelona,Apartment,From 22 May,1900,some bills included,3-bedroom apartment for rent in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/281509,El Raval,3,No info,2,No info,1900
1003317,barcelona,Room,From 3 June,680,bills included,Rooms for rent in shared 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1003317,Barcelona,No info,3,2,90,680
935470,barcelona,Room,From 30 June,445,instant booking,Room for rent in 5-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/935470,El Raval,No info,5,1,96,445
935495,barcelona,Room,From 30 June,445,instant booking,Room for rent in 5-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/935495,El Raval,No info,5,2,96,445
935193,barcelona,Room,From 26 May,935,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/935193,Barcelona,No info,4,2,117,935
939980,barcelona,Room,From 17 April,570-760,bills included,4- bedroom apartment  for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/939980,Barcelona,No info,4,No info,No info,665
1009826,barcelona,Room,From 12 June,625,no deposit,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1009826,Barcelona,No info,3,No info,No info,625
253254,barcelona,Studio,From 2 July,1300,some bills included,Studio apartment for rent in Poblenou Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/253254,Poblenou,No info,No info,1,43,1300
580448,barcelona,Room,From 2 June,520,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/580448,Barcelona,No info,2,1,No info,520
154500,barcelona,Room,From 3 May,825,bills included,Cosy room in 9-bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/154500,Eixample,No info,10,1,200,825
929900,barcelona,Room,From 30 May,891,bills included,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/929900,Barcelona,No info,6,2,No info,891
102413,barcelona,Apartment,From 13 June,1530,bills included,Centrally Located 2 Bedroom Apartment in El Born Bacelona,https://www.spotahome.com/barcelona/for-rent:apartments/102413,El Born,2,No info,1,55,1530
620641,barcelona,Apartment,From 3 June,925,some bills included,Studio for rent in Poble Nou,https://www.spotahome.com/barcelona/for-rent:apartments/620641,Poble Nou,1,No info,1,No info,925
924837,barcelona,Apartment,From 29 March,4630,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/924837,Barcelona,2,No info,2,110,4630
389484,barcelona,Apartment,From 6 July,1400,some bills included,Chic 1-bedroom apartment for rent in Esplugues de Llobregat,https://www.spotahome.com/barcelona/for-rent:apartments/389484,Esplugues de Llobregat,1,No info,2,82,1400
947709,barcelona,Room,From 31 May,910,instant booking,Room for rent in 10-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/947709,Barcelona,No info,10,4,No info,910
261590,barcelona,Room,From 1 July,500,bills included,Big  room for rent in cozy 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/261590,Barcelona,No info,3,1,80,500
153335,barcelona,Room,From 1 July,395,bills included,Room in 10-bedroom apartment in Eixample Esquerra Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/153335,Eixample Esquerra,No info,10,3,250,395
1085561,barcelona,Room,From 30 June,490,instant booking,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1085561,Barcelona,No info,7,2,120,490
935675,barcelona,Room,From 15 June,545,instant booking,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/935675,Barcelona,No info,5,1,No info,545
326499,barcelona,Room,From 1 July,465,some bills included,Room for rent in 4-bedroom apartment in Eixample Esquerra,https://www.spotahome.com/barcelona/for-rent:rooms/326499,Eixample Esquerra,No info,4,1,150,465
337359,barcelona,Studio,From 13 May,1350-1600,instant booking,Classy studio apartment for rent Barri Gòtic Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/337359,Gothic Quarter,No info,No info,No info,No info,1475
987903,barcelona,Apartment,From 22 May,2500,bills included,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/987903,Barcelona,2,No info,1,54,2500
601317,barcelona,Room,From 1 June,765,instant booking,Live your Erasmus experience in Barrio Gotic,https://www.spotahome.com/barcelona/for-rent:rooms/601317,Gothic Quarter,No info,6,2,75,765
129781,barcelona,Room,From 1 July,560,some bills included,Luminous room in 5-bedroom apartment in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/129781,Gracia,No info,5,2,90,560
652414,barcelona,Apartment,From 2 March,2250,some bills included,1-bedroom apartment for rent in Sant Gervasi,https://www.spotahome.com/barcelona/for-rent:apartments/652414,Sant Gervasi,1,No info,1,58,2250
129987,barcelona,Room,From 1 July,395,some bills included,Classic room for rent in 4-bedroom apartment La Sagrera,https://www.spotahome.com/barcelona/for-rent:rooms/129987,La,No info,4,1,77,395
951344,barcelona,Apartment,From 20 April,2940,no deposit,2-bedroom apartment for rent in Gothic Quarter Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/951344,Gothic Quarter,2,No info,1,97,2940
1015334,barcelona,Room,From 6 May,510,some bills included,Room for rent in 2-bedroom apartment in Sarrià Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1015334,Sarria-Sant Gervasi,No info,2,1,No info,510
124800,barcelona,Apartment,From 8 March,3990,no deposit,Modern 2-bedroom apartment for rent in El Born Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/124800,El Born,2,No info,1,60,3990
622164,barcelona,Apartment,From 8 May,1425,some bills included,Spacious loft steps from Paseo de San Joan,https://www.spotahome.com/barcelona/for-rent:apartments/622164,de San,1,No info,1,No info,1425
952271,barcelona,Room,From 30 April,495,instant booking,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952271,Barcelona,No info,5,1,65,495
1211114,barcelona,Apartment,From 4 July,1400,no deposit,Luminous flat in Barcelona next to the beach,https://www.spotahome.com/barcelona/for-rent:apartments/1211114,Barcelona,1,No info,1,35,1400
1000054,barcelona,Room,From 2 June,560-720,some bills included,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1000054,Barcelona,No info,7,2,136,640
964474,barcelona,Room,From 16 June,665,instant booking,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/964474,Barcelona,No info,5,1,70,665
935579,barcelona,Room,From 30 June,575,instant booking,Room for rent in 6-bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/935579,Eixample,No info,6,2,102,575
962927,barcelona,Apartment,From 3 May,1750,some bills included,Fantastic and modern fully equipped apartment in Barceloneta,https://www.spotahome.com/barcelona/for-rent:apartments/962927,Barceloneta,1,No info,1,No info,1750
640618,barcelona,Apartment,From 2 June,1650,some bills included,2-bedroom apartment for rent in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/640618,Gracia,2,No info,1,50,1650
894004,barcelona,Apartment,From 2 April,2335,bills included,1-bedroom apartment for rent in Sant Gervasi - Galvany,https://www.spotahome.com/barcelona/for-rent:apartments/894004,Sant Gervasi,1,No info,1,50,2335
330404,barcelona,Room,From 2 March,545,bills included,Room for rent in 9-bedroom house in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/330404,Gracia,No info,9,2,200,545
767443,barcelona,Room,From 4 May,512-683,bills included,Rooms for rent in a 5-Bedrooms apartment in Barcelona!,https://www.spotahome.com/barcelona/for-rent:rooms/767443,Barcelona,No info,5,1,200,597
1181282,barcelona,Apartment,From 7 March,3905-5599,no deposit,2-bedroom apartment for rent in Sarrià Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1181282,Sarria-Sant Gervasi,2,No info,No info,No info,4752
359851,barcelona,Room,From 1 July,440,instant booking,Room in 5-bedroom apartment in L'Hospitalet de Llobregat de Llobregat,https://www.spotahome.com/barcelona/for-rent:rooms/359851,Hospitalet de Llobregat,No info,5,2,80,440
1014870,barcelona,Room,From 2 May,895,bills included,Room for rent in 8-bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1014870,Eixample,No info,8,3,280,895
810222,barcelona,Apartment,From 7 March,4174-4740,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/810222,Barcelona,2,No info,2,75,4457
621324,barcelona,Apartment,From 6 June,1395,some bills included,Apartment for rent in Cardener street,https://www.spotahome.com/barcelona/for-rent:apartments/621324,Barcelona,1,No info,1,No info,1395
994861,barcelona,Room,From 30 June,465,instant booking,Room for rent in 11-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/994861,Barcelona,No info,11,No info,No info,465
205376,barcelona,Room,From 6 June,670,bills included,Furnished room in 9-bedroom apartment in Sants-Badal,https://www.spotahome.com/barcelona/for-rent:rooms/205376,Sants-Badal,No info,9,3,167,670
139575,barcelona,Room,From 15 June,550,bills included,Equipped room in shared apartment in Sant Andreu Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/139575,Sant Andreu,No info,4,1,80,550
151039,barcelona,Studio,From 31 March,1900-2700,instant booking,Charming studio apartment for rent in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/151039,El Raval,No info,No info,1,50,2300
592523,barcelona,Room,From 31 May,720,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/592523,Barcelona,No info,4,No info,No info,720
942591,barcelona,Room,From 22 June,540,instant booking,Room for rent in 5-bedroom apartment in Barcelona!,https://www.spotahome.com/barcelona/for-rent:rooms/942591,Barcelona,No info,5,No info,No info,540
986482,barcelona,Room,From 4 July,310,some bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/986482,Barcelona,No info,3,1,No info,310
127675,barcelona,Room,From 17 June,546-728,bills included,Light room in shared apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/127675,Eixample,No info,7,2,180,637
470735,barcelona,Apartment,From 7 March,4510-5115,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/470735,Barcelona,2,No info,1,90,4812
